,Video.ID,URL,answer,question,Caption,Transcript,Text
43,andy13taylorsversion-693-7,https://www.tiktok.com/@andy13taylorsversion/video/7116247435709517102,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Reminder to boil/sterilize￼ your pump & bottle parts 🧼 #breastpump #cleaningpumpparts #bottles #baby #milkmaker #breastfeading #combofeeding #formula #bottleparts #sahm #pumpingmama #breastmilk #ftm #pumpinghacks,Good soup.,Reminder to boil/sterilize￼ your pump & bottle parts 🧼 #breastpump #cleaningpumpparts #bottles #baby #milkmaker #breastfeading #combofeeding #formula #bottleparts #sahm #pumpingmama #breastmilk #ftm #pumpinghacks Good soup.
44,andyfamily.life-18000-76,https://www.tiktok.com/@andyfamily.life/video/7084349013272710443,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Reply to @melissaizar0 #exclusivepumping #pumpingmom #milktok #milkstash #freezerstash #milksupply #momtok #momlife #sahm #preemiemommy #firsttimemom #momsoftiktok #fyp #momsover30,"I didn't have any milk to bag, So I used 70% I had left in the fridge. There are three methods I know of. I will start with the one I use. Method 1 Squeeze it out Partially seal the Ziploc. Squeeze the air out of the top seal. Method 2 Edge of the counter Place the bag over the edge of the counter seal Trying to find a flat surface to demonstrate Method three Fold over Place the bottom half of the bag on a flat surface. Fold over at the top of the milk seal.","Reply to @melissaizar0 #exclusivepumping #pumpingmom #milktok #milkstash #freezerstash #milksupply #momtok #momlife #sahm #preemiemommy #firsttimemom #momsoftiktok #fyp #momsover30 I didn't have any milk to bag, So I used 70% I had left in the fridge. There are three methods I know of. I will start with the one I use. Method 1 Squeeze it out Partially seal the Ziploc. Squeeze the air out of the top seal. Method 2 Edge of the counter Place the bag over the edge of the counter seal Trying to find a flat surface to demonstrate Method three Fold over Place the bottom half of the bag on a flat surface. Fold over at the top of the milk seal."
45,andyfamily.life-5834-66,https://www.tiktok.com/@andyfamily.life/video/7065822595354119470,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,from the 15th #pitchermethod #exclusivepumping #pumptok #pumpingmom #milktok #momlife #momtok #milkstorage,NA,from the 15th #pitchermethod #exclusivepumping #pumptok #pumpingmom #milktok #momlife #momtok #milkstorage
47,angelaharrison_-69500-52,https://www.tiktok.com/@angelaharrison_/video/7246433085003156782,yes,Is this transcript giving advice for caring for a high risk infant?,Its almost time 🥺🥺 side note: the bump is bumping 👀💙  #babyboy #nesting #thirdtrimester #ftm #mamatobe2023 #babybottlewashing #babybrezza #bottlesterilizer ,NA,Its almost time 🥺🥺 side note: the bump is bumping 👀💙  #babyboy #nesting #thirdtrimester #ftm #mamatobe2023 #babybottlewashing #babybrezza #bottlesterilizer 
48,angelakristinemata-2174-21,https://www.tiktok.com/@angelakristinemata/video/7214179910078827818,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Pumping at work as an under supplier. Somedays i make more milk other days i struggle. #breastfeedingjourney #breastfeedingmom😍😍 #breastfeedingawarenes #undersupplier #pumpingatwork #4andhalf #willowgopump #officejob,NA,Pumping at work as an under supplier. Somedays i make more milk other days i struggle. #breastfeedingjourney #breastfeedingmom😍😍 #breastfeedingawarenes #undersupplier #pumpingatwork #4andhalf #willowgopump #officejob
49,angelicaelissa_-39400-29,https://www.tiktok.com/@angelicaelissa_/video/7223958987299982634,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Hands down one of my favorite feeding purchases! #formulaprep #enfamil #formulafeeding #firsttimemom #momhacks #formulafedbaby #formulapitcher #drbrownsmixingpitcher #drbrowns #formulafeedinghacks #nightfeedings #babyformula #fyp #momsoftiktok #formulahacks ,NA,Hands down one of my favorite feeding purchases! #formulaprep #enfamil #formulafeeding #firsttimemom #momhacks #formulafedbaby #formulapitcher #drbrownsmixingpitcher #drbrowns #formulafeedinghacks #nightfeedings #babyformula #fyp #momsoftiktok #formulahacks 
50,arabella_801-340-62,https://www.tiktok.com/@arabella_801/video/7233554762547858730,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,This is my life now andi wouldnt trade it for the world #milkstoragetips #csectionmama #CowOnDuty🐄 #postpartumtingz #breastfeedingjourney #breastfeedingtok #lansinohmilkstoragebag #breastmilk #crazybusymama ,"Hey guys, come store my milk with me. Today I'm going to be using the Lansino milk storage bags. I have my milk stored in the Medela storage containers, and I've labeled my milk storage bags, and I'm going to be measuring 2 ounces per usual. Some of these storage bags will have 3 ounces in them. Most of them only 2 ounces. So I measure the amount first, then I pour it in the bags. Then I'm going to use my little trick of just sealing the bag without any additional air, using the edge of the table here. And once I have those sealed nice and tight, we are going to lay them flat into the basket before we put them in the fridge. So I was able to pump around seven of these bags at 2 to 3 ounces per her bag, and then we put them in the fridge.","This is my life now andi wouldnt trade it for the world #milkstoragetips #csectionmama #CowOnDuty🐄 #postpartumtingz #breastfeedingjourney #breastfeedingtok #lansinohmilkstoragebag #breastmilk #crazybusymama  Hey guys, come store my milk with me. Today I'm going to be using the Lansino milk storage bags. I have my milk stored in the Medela storage containers, and I've labeled my milk storage bags, and I'm going to be measuring 2 ounces per usual. Some of these storage bags will have 3 ounces in them. Most of them only 2 ounces. So I measure the amount first, then I pour it in the bags. Then I'm going to use my little trick of just sealing the bag without any additional air, using the edge of the table here. And once I have those sealed nice and tight, we are going to lay them flat into the basket before we put them in the fridge. So I was able to pump around seven of these bags at 2 to 3 ounces per her bag, and then we put them in the fridge."
51,ariellebrimhall-17200-31,https://www.tiktok.com/@ariellebrimhall/video/7200027931211549994,yes,Is this transcript giving advice for caring for a high risk infant?,Formula mom?!🍼 This baby bottle kettle is a must have! It has different settings to make sure you’re bottle is ready for baby. ⭐️Shop it in my Amazon storefront under ‘Newborn Essentials.’ #babybottle #formulafeeding #formulafed #babybottles #amazonbabyregistry #amazonbaby #babymusthave #newbornmusthaves #babyformula ,"Amazon Baby Find if you are a formula feeding mom, then this one's for you. This is the Papublic Formula One Step Bottle Warmer. The kettle has three settings Warm, Boil and Dechlorinate. The warm function allows you to have a kettle full of water that is the perfect temperature to make your baby multiple bottles throughout the day. The kettle also has features like temperature control, overheat protection and sleep mode. Now you can make bottles quicker, saving you so much time and effort, especially for those late night feedings. I have it linked for you in my Amazon storefront, so head over there and check it out. Follow for more.","Formula mom?!🍼 This baby bottle kettle is a must have! It has different settings to make sure you’re bottle is ready for baby. ⭐️Shop it in my Amazon storefront under ‘Newborn Essentials.’ #babybottle #formulafeeding #formulafed #babybottles #amazonbabyregistry #amazonbaby #babymusthave #newbornmusthaves #babyformula  Amazon Baby Find if you are a formula feeding mom, then this one's for you. This is the Papublic Formula One Step Bottle Warmer. The kettle has three settings Warm, Boil and Dechlorinate. The warm function allows you to have a kettle full of water that is the perfect temperature to make your baby multiple bottles throughout the day. The kettle also has features like temperature control, overheat protection and sleep mode. Now you can make bottles quicker, saving you so much time and effort, especially for those late night feedings. I have it linked for you in my Amazon storefront, so head over there and check it out. Follow for more."
52,ashleybrianca2-4359-8,https://www.tiktok.com/@ashleybrianca2/video/7212765867690642734,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,HEY MAMA! You ever been on the go and needed to quickly get those pump parts cleaned? #pumpparts #pumpingmoms #cleaningpumpparts #medelaquickclean #medelapumpsession #pumpingmama ,"I don't know about y'all, but this quick clean spray by Medella comes in clutch.","HEY MAMA! You ever been on the go and needed to quickly get those pump parts cleaned? #pumpparts #pumpingmoms #cleaningpumpparts #medelaquickclean #medelapumpsession #pumpingmama  I don't know about y'all, but this quick clean spray by Medella comes in clutch."
53,ashleykarna-644-75,https://www.tiktok.com/@ashleykarna/video/7368670368149572907,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Breastmilk donation and how I organize my freezer stash. #breastfeeeing #breastfeedingmomsbelike #pumpingmom #pumpingmama #pumpingmoms #breastmilk #breastmilkstorage #milkstorage #milkstash #donorbreastmilk #breastmilkdonors ,"Okay. I'm three months postpartum and I have filled our chest freezer full of breast milk, so it's time to pack some up and get it ready for a donation. So here's what we're working with. Normally, when I do a breast milk donation, I will take all my breast milk out of the freezer and start sorting it by oldest to newest. I want to make sure that I'm rotating through my milk stash so that the oldest milk is on the top and easiest to grab and the newest milk is on the bottom. Another thing that I do to help keep my freezer stash organized is by freezing each bag in four ounce increments. And then when I make my milk bricks, I use 10 bags, so each milk brick is 40 ounces. Storing my milk in 40 ounce milk bricks allows me to be able to count how many milk bricks I have and multiply that by 40 and then I can quickly figure out how many ounces I have frozen. Once I'm done sorting through, counting, and organizing all my milk, I will put all the milk that I am going to keep for myself back in the freezer and then I will use a laundry basket to pack up the milk that I'm going to be donating. Today I was able to donate 560 ounces.","Breastmilk donation and how I organize my freezer stash. #breastfeeeing #breastfeedingmomsbelike #pumpingmom #pumpingmama #pumpingmoms #breastmilk #breastmilkstorage #milkstorage #milkstash #donorbreastmilk #breastmilkdonors  Okay. I'm three months postpartum and I have filled our chest freezer full of breast milk, so it's time to pack some up and get it ready for a donation. So here's what we're working with. Normally, when I do a breast milk donation, I will take all my breast milk out of the freezer and start sorting it by oldest to newest. I want to make sure that I'm rotating through my milk stash so that the oldest milk is on the top and easiest to grab and the newest milk is on the bottom. Another thing that I do to help keep my freezer stash organized is by freezing each bag in four ounce increments. And then when I make my milk bricks, I use 10 bags, so each milk brick is 40 ounces. Storing my milk in 40 ounce milk bricks allows me to be able to count how many milk bricks I have and multiply that by 40 and then I can quickly figure out how many ounces I have frozen. Once I'm done sorting through, counting, and organizing all my milk, I will put all the milk that I am going to keep for myself back in the freezer and then I will use a laundry basket to pack up the milk that I'm going to be donating. Today I was able to donate 560 ounces."
